REF_AREA,Reference area,Measure,Unit of measure,Sex,Age,TIME_PERIOD
ISR,Israel,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
ISR,Israel,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
SVN,Slovenia,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2014
SVN,Slovenia,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2018
SVN,Slovenia,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2020
SVN,Slovenia,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1975
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1976
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1977
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1978
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1979
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1980
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1981
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1982
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1983
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1984
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1985
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1986
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1987
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1988
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1989
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1991
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1993
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1994
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1996
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1997
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1998
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,1999
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,2001
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,2002
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,2003
ZAF,South Africa,Expected years after labour market exit,Years,Male,Not applicable,2004
LVA,Latvia,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018
LVA,Latvia,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2020
LVA,Latvia,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022
COL,Colombia,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
COL,Colombia,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952
COL,Colombia,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962
COL,Colombia,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992
COL,Colombia,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022
ROU,Romania,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
OECD_REP,OECD average country,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014
OECD_REP,OECD average country,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018
OECD_REP,OECD average country,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020
OECD_REP,OECD average country,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023
MLT,Malta,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1990
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1991
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1992
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1993
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1994
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1995
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1996
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1997
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1998
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,1999
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2000
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2001
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2002
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2003
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2004
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2005
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2006
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2007
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2008
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2009
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2010
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2011
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2012
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2013
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2014
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2015
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2016
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2017
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2018
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2019
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2020
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2021
MLT,Malta,Effective labour market exit age,Years,Female,Not applicable,2022
ROU,Romania,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022
EU27,European Union (27 countries),Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
ARG,Argentina,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014
ARG,Argentina,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018
IND,India,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1981
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1982
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1983
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1984
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1985
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1986
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1987
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1988
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1989
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1990
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1991
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1992
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1993
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1994
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1995
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1996
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1997
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1998
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,1999
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2000
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2001
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2002
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2003
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2004
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2005
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2006
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2007
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2008
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2009
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2010
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2011
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2012
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2013
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2014
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2015
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2016
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2017
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2018
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2019
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2020
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2021
CYP,Cyprus,Effective labour market exit age,Years,Male,Not applicable,2022
MLT,Malta,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1970
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1971
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1972
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1973
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1974
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1975
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1976
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1977
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1978
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1979
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1980
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1981
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1982
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1983
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1984
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1985
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1986
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1987
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1988
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1989
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1990
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1991
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1992
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1993
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1994
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1995
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1996
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1997
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1998
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,1999
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2000
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2001
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2002
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2003
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2004
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2005
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2006
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2007
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2008
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2009
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2010
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2011
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2012
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2013
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2014
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2015
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2016
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2017
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2018
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2019
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2020
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2021
BRA,Brazil,Effective labour market exit age,Years,Male,Not applicable,2022
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,1991
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,1993
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,1994
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,1996
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,1997
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,1998
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,1999
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,2001
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,2002
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,2003
MLT,Malta,Expected years after labour market exit,Years,Male,Not applicable,2004
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1970
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1971
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1972
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1973
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1974
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1975
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1976
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1977
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1978
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1979
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1980
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1981
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1982
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1983
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1984
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1985
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1986
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1987
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1988
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1989
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1990
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1991
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1992
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1993
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1994
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1995
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1996
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1997
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1998
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,1999
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2000
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2001
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2002
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2003
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2004
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2005
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2006
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2007
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2008
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2009
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2010
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2011
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2012
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2013
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2014
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2015
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2016
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2017
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2018
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2019
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2020
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2021
BEL,Belgium,Expected years after labour market exit,Years,Male,Not applicable,2022
DNK,Denmark,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014
DNK,Denmark,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016
DNK,Denmark,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
DNK,Denmark,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
FIN,Finland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014
FIN,Finland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016
FIN,Finland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
FIN,Finland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
FRA,France,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
GRC,Greece,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
ITA,Italy,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1970
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1971
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1972
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1973
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1974
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1975
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1976
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1977
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1978
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1979
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1980
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1981
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1982
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1983
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1984
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1985
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1986
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1987
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1988
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1989
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1990
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1991
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1992
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1993
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1994
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1995
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1996
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1997
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1998
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,1999
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2000
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2001
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2002
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2003
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2004
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2005
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2006
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2007
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2008
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2009
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2010
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2011
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2012
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2013
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2014
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2015
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2016
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2017
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2018
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2019
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2020
