Country Names,REF_AREA,ISO,TIME_PERIOD,Age,% of pop percieved  health,Well-being value,Measure,Unit of measure,65+ values,Mean Exposure to PM2.5 Mg/metere3,POLLUTANT,Total man-made emissions in Tonnes,% of GDP spent on Ed.
Sweden,SWE,,2006,Young,,90.1,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2007,Young,,91.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2008,Young,,90.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2009,Young,,91.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2010,Young,,90.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2011,Young,,91.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2012,Young,,90.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2013,Young,,89.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2014,Young,,89,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2015,Young,,87.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2016,Young,,86.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2017,Young,,86.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2018,Young,,86,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2019,Young,,85.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2020,Young,,86.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2021,Young,,82.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Sweden,SWE,,2022,Young,,75.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2004,Young,,85.3,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2005,Young,,87.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2006,Young,,85.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2007,Young,,88.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2008,Young,,90.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2009,Young,,87.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2010,Young,,87.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2011,Young,,85.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2012,Young,,86.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2013,Young,,89.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2014,Young,,87.3,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2015,Young,,85.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2016,Young,,84.2,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2017,Young,,85.2,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2018,Young,,80.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2019,Young,,87.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2020,Young,,90.2,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2021,Young,,86.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Estonia,EST,,2022,Young,,88.1,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2004,Middle-aged,,5.72,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2005,Middle-aged,,6.21,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2006,Middle-aged,,6.87,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2007,Middle-aged,,7.11,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2008,Middle-aged,,7.04,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2009,Middle-aged,,5.74,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2010,Middle-aged,,5.64,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2011,Middle-aged,,6.33,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2012,Middle-aged,,6.68,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2013,Middle-aged,,7.23,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2014,Middle-aged,,6.41,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2015,Middle-aged,,5.82,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2016,Middle-aged,,5.29,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2017,Middle-aged,,4.16,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2018,Middle-aged,,3.97,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2019,Middle-aged,,4.63,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2020,Middle-aged,,4.29,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2021,Middle-aged,,2.91,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Slovak Republic,SVK,,2022,Middle-aged,,3.05,Long hours in paid work,Percentage of employees in the same subgroup,,,,,
Iceland,ISL,,2004,Middle-aged,,86.765448580,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2005,Middle-aged,,86.758595572,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2006,Middle-aged,,87.467948080,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2007,Middle-aged,,87.913534967,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2008,Middle-aged,,86.680311827,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2009,Middle-aged,,82.096,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2010,Middle-aged,,82.005,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2011,Middle-aged,,82.236,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2012,Middle-aged,,83.154,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2013,Middle-aged,,83.615,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2014,Middle-aged,,83.584,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2015,Middle-aged,,85.912,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2016,Middle-aged,,87.784,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2017,Middle-aged,,87.344,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2018,Middle-aged,,86.753,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2019,Middle-aged,,86.075,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2020,Middle-aged,,82.583,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2021,Middle-aged,,83.481,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2022,Middle-aged,,86.704,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Iceland,ISL,,2023,Middle-aged,,87.609,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
France,FRA,,2005,Middle-aged,,37.230312347,Job strain,Percentage of employees in the same subgroup,,,,,
France,FRA,,2010,Middle-aged,,35.841754913,Job strain,Percentage of employees in the same subgroup,,,,,
France,FRA,,2015,Middle-aged,,27.177045822,Job strain,Percentage of employees in the same subgroup,,,,,
Norway,NOR,,2013,Young,,6.894194189,Satisfaction with time use,0-10 scale,,,,,
Norway,NOR,,2018,Young,,7.288453158,Satisfaction with time use,0-10 scale,,,,,
Slovak Republic,SVK,,2004,Young,,15.956046938,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2005,Young,,16.913488613,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2006,Young,,15.311151214,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2007,Young,,10.837858478,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2008,Young,,9.213680327,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2009,Young,,10.389740928,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2010,Young,,16.901027015,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2011,Young,,16.755875263,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2012,Young,,17.821150020,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2013,Young,,19.392592248,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2014,Young,,16.010116483,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2015,Young,,13.538884904,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2016,Young,,9.936115986,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2017,Young,,7.913231101,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2018,Young,,6.458891428,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2019,Young,,6.041405617,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2020,Young,,7.123082174,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2021,Young,,9.018051063,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Slovak Republic,SVK,,2022,Young,,9.497375908,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2004,Middle-aged,,3.424315896,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2005,Middle-aged,,3.521290673,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2006,Middle-aged,,3.483069023,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2007,Middle-aged,,3.004282252,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2008,Middle-aged,,2.564070277,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2009,Middle-aged,,2.832445075,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2010,Middle-aged,,3.339411134,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2011,Middle-aged,,3.512591279,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2012,Middle-aged,,3.589984460,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2013,Middle-aged,,3.858499898,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2014,Middle-aged,,4.039168587,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2015,Middle-aged,,4.132710149,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2016,Middle-aged,,4.128763018,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2017,Middle-aged,,3.894314604,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2018,Middle-aged,,3.439624664,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2019,Middle-aged,,2.887640519,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2020,Middle-aged,,2.663089695,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2021,Middle-aged,,2.138492708,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
France,FRA,,2022,Middle-aged,,1.820999200,Long-term unemployment rate,Percentage of labour force in the same subgroup,,,,,
Finland,FIN,,2012,Middle-aged,,48.64453154,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
Finland,FIN,,2021,Middle-aged,,23.635784,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
Czechia,CZE,,2012,Young,,22.04372637,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
France,FRA,,2012,Middle-aged,,272.14735,Adult literacy skills,Points,,,,,
Hungary,HUN,,2013,Middle-aged,,7.561140562,Satisfaction with personal relationships,0-10 scale,,,,,
Hungary,HUN,,2018,Middle-aged,,7.626922582,Satisfaction with personal relationships,0-10 scale,,,,,
Hungary,HUN,,2022,Middle-aged,,7.707218929,Satisfaction with personal relationships,0-10 scale,,,,,
Italy,ITA,,2013,Middle-aged,,7.394230474,Satisfaction with personal relationships,0-10 scale,,,,,
Italy,ITA,,2018,Middle-aged,,7.571379154,Satisfaction with personal relationships,0-10 scale,,,,,
Italy,ITA,,2022,Middle-aged,,7.341989708,Satisfaction with personal relationships,0-10 scale,,,,,
Germany,DEU,,2010,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2011,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2012,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2013,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2014,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2015,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2016,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2017,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2018,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2019,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2020,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2022,Young,,79.69537377,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2010,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2011,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2012,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2013,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2014,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2015,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2016,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2017,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2018,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2019,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2020,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2021,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Chile,CHL,,2022,Young,,48.36548567,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Greece,GRC,,2012,Middle-aged,,6.552417605,Time spent in social interactions,Hours per week,,,,,
United Kingdom,GBR,,2010,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2011,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2012,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2013,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2014,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2015,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2016,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2017,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2018,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2019,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2020,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2021,Middle-aged,,78.00563574,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Ireland,IRL,,2005,Middle-aged,,22.814363480,Job strain,Percentage of employees in the same subgroup,,,,,
Ireland,IRL,,2010,Middle-aged,,23.616813660,Job strain,Percentage of employees in the same subgroup,,,,,
Ireland,IRL,,2015,Middle-aged,,22.957473755,Job strain,Percentage of employees in the same subgroup,,,,,
Estonia,EST,,2007,Middle-aged,,3.117303848,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2008,Middle-aged,,3.885446072,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2009,Middle-aged,,9.629956245,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2010,Middle-aged,,10.549043655,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2011,Middle-aged,,9.413866043,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2012,Middle-aged,,7.338751793,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2013,Middle-aged,,5.913905621,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2014,Middle-aged,,5.684703827,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2015,Middle-aged,,4.666878223,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Estonia,EST,,2016,Middle-aged,,4.872455597,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Slovak Republic,SVK,,2005,Middle-aged,,50.85,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2006,Middle-aged,,52.35,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2007,Middle-aged,,54.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2008,Middle-aged,,62.3,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2009,Middle-aged,,65.55,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2010,Middle-aged,,66.75,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2011,Middle-aged,,66.75,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2012,Middle-aged,,70,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2013,Middle-aged,,69.75,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2014,Middle-aged,,70.05,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2015,Middle-aged,,70.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2016,Middle-aged,,54.9,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2017,Middle-aged,,58.2,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2018,Middle-aged,,56.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2019,Middle-aged,,55.2,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2020,Middle-aged,,59.1,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2021,Middle-aged,,56.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Slovak Republic,SVK,,2022,Middle-aged,,60.1,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Italy,ITA,,2013,Young,,6.533410517,Satisfaction with time use,0-10 scale,,,,,
Italy,ITA,,2018,Young,,7.046237198,Satisfaction with time use,0-10 scale,,,,,
Italy,ITA,,2022,Young,,6.994735815,Satisfaction with time use,0-10 scale,,,,,
Sweden,SWE,,2013,Young,,7.256272306,Satisfaction with time use,0-10 scale,,,,,
Sweden,SWE,,2018,Young,,7.137719243,Satisfaction with time use,0-10 scale,,,,,
Sweden,SWE,,2022,Young,,7.171663171,Satisfaction with time use,0-10 scale,,,,,
Costa Rica,CRI,,2010,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2011,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2012,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2013,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2014,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2015,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2016,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2017,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2018,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2019,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2020,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Costa Rica,CRI,,2021,Middle-aged,,13.9906913,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Norway,NOR,,2004,Young,,89.7,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2005,Young,,88.1,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2006,Young,,88.1,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2007,Young,,89.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2008,Young,,89.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2009,Young,,88.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2010,Young,,86.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2011,Young,,83.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2012,Young,,89.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2013,Young,,88.3,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2014,Young,,88.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2015,Young,,86.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2016,Young,,87.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2017,Young,,86.3,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2018,Young,,85.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2019,Young,,83.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Norway,NOR,,2020,Young,,86.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2004,Young,,94.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2005,Young,,95,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2006,Young,,97.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2007,Young,,95.1,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2008,Young,,97.3,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2009,Young,,96.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2010,Young,,97.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2011,Young,,97.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2012,Young,,98.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
