REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,98.5
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,98.6
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,98.7
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,97.6
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,98.2
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,97.9
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,98
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,97.7
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,98
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,97.7
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,98
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,98
GRC,Greece,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,97.9
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1982,95.7
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1983,95.8
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1984,95.7
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1985,96.3
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1986,96.5
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1987,96.2
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1988,96
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,96
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1990,96.3
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1991,95.9
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,95.8
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,95.9
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,95.5
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,95.4
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,95.5
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,96
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,95.8
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,96.2
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,96.8
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,96.7
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,96.4
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,96.2
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,96.4
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,96.7
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,96.3
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,96.7
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,96
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,96.4
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,96.1
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,95.8
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,96.2
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,96.4
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,96.3
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,96.2
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,96.1
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.9
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96.1
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,93.5
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,96.3
USA,United States,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.9
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,90.8
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,91.6
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,91.2
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,90.2
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,90.2
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,93.1
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,90.1
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,87.9
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,89.2
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2018,87.3
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,87.2
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2020,87.3
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2021,88.8
NZL,New Zealand,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,88.4
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,72.1
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,79.7
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,82.7
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,82.1
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,82.9
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,86
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,86.4
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,85.7
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,83.9
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,86.3
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.8
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,87.5
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,85.5
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,84.9
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,87
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,89.4
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,88.9
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,90.3
LVA,Latvia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,86.2
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1980,83.6
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1981,85.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1982,84.4
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1983,85.4
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1984,82.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1985,82.3
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1986,82.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1987,83
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1988,80.3
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,81
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1990,83.3
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1991,83.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,83.3
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,89.4
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,89.3
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,88.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,78.7
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,81.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,80.5
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,82.6
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,79.5
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,79.9
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,81.9
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,78.2
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,91.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,91.3
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,88.9
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,91
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,91.4
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,91.2
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,89.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,86.4
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,84.2
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,92.7
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.7
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.9
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.5
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,84.8
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,83.8
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,81.3
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,85.1
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,82.6
FIN,Finland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,85
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,89.7
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,87.3
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,87.3
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,81.6
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,83.5
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,84.3
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,83.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,83.1
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,82.6
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,82.3
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,79.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,83.8
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,85.6
NOR,Norway,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,85
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,76.5
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,80.4
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,86.2
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,89
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,88.7
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.2
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,93.7
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93.6
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,93.9
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,92.9
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,93.8
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,93.3
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,93.1
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,93
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,95
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.5
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.2
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.7
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,94.5
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,95.6
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1980,38.9
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1984,48.1
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1986,42.3
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1989,48.1
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,51.8
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,54.8
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,48.2
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,45.8
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,46.8
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,41.9
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,38.6
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,42.5
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,42.6
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,43.8
JPN,Japan,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,46.1
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,67.8
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,73.9
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,74.8
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,75.5
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,79.5
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,76.4
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,77.6
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,77.7
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,80
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,79.4
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,80.2
EST,Estonia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,79.4
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,91.5
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,91.2
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,92.9
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,92.9
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,92.8
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,90.7
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,92.6
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,91.9
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,93.3
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,90.6
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,88.1
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,90.3
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.8
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,93
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,93.4
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.3
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.5
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,92.5
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,85.9
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,86.7
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,78.3
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,91.1
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,93
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,93.4
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.4
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,94.7
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,94.9
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95.7
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93.6
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,95.4
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.8
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.1
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,94.7
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,95.2
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,94.1
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96.7
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,95.4
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.5
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.3
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,93.6
CZE,Czechia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,94.4
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1991,86.2
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,88.1
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1993,85.4
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1994,85.3
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,85.4
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1996,85.2
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,83.5
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,83
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1999,84
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2000,82.7
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,84.5
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,83.3
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,83.4
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,84.1
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,84.3
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,86.1
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,86.5
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,89
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,88.5
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,88.4
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,86.4
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,85.1
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,86
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,81.5
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,81
GBR,United Kingdom,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,82.8
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,95.9
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,95.9
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,97.7
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,94.7
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,94.1
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,94.8
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.8
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,94.6
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,95.1
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93.8
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,94.6
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,94.8
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,94.1
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,94.6
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,94
