STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,OPTIONALITY,Optionality,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LVA,Latvia,A,Annual,GPRR100,Gross pension replacement rate at 100% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2022,,39.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LTU,Lithuania,A,Annual,GPRR200,Gross pension replacement rate at 200% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2022,,12.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,COL,Colombia,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y55T59,From 55 to 59 years,_Z,Not applicable,2020,,59.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,COL,Colombia,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y55T59,From 55 to 59 years,_Z,Not applicable,2022,,61.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,OECD_REP,OECD average country,A,Annual,GPRR200,Gross pension replacement rate at 200% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2022,,42.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BGR,Bulgaria,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2014,,63.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BGR,Bulgaria,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2018,,64.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BGR,Bulgaria,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2020,,64.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BGR,Bulgaria,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2022,,64.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BGR,Bulgaria,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y60T64,From 60 to 64 years,_Z,Not applicable,2022,,58.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,GPRR200,Gross pension replacement rate at 200% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2022,,31.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,HUN,Hungary,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2014,,62.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,HUN,Hungary,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2018,,63.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,HUN,Hungary,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2020,,64.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,HUN,Hungary,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2022,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISL,Iceland,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2014,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISL,Iceland,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2018,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISL,Iceland,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2020,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISL,Iceland,A,Annual,CRPLF22,Current retirement age for a person who entered the labour force at age 22,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,2022,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1970,,14.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1971,,14.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1972,,14.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1973,,15.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1974,,15.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1975,,15.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1976,,15.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1977,,16.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1978,,16.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1979,,16.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1980,,16.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1981,,16.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1982,,16.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1983,,16.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1984,,16.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1985,,17.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1986,,17.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1987,,17.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1988,,17.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1989,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1990,,18.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1991,,18.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1992,,19.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1993,,20.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1994,,20.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1995,,21,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1996,,21.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1997,,21.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1998,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,1999,,20.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2000,,21.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2001,,21.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2002,,21.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2003,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2004,,21.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2005,,21.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2006,,21.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2007,,21.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2008,,22.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2009,,22.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2010,,22.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2011,,22.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2012,,22.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2013,,22.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2014,,23,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2015,,22.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2016,,22.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2017,,22.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2018,,21.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2019,,21.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2020,,20.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2021,,21.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,EYLME,Expected years after labour market exit,Y,Years,M,Male,_Z,Not applicable,_Z,Not applicable,2022,,21.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,JPN,Japan,A,Annual,GPRR100,Gross pension replacement rate at 100% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2022,,32.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,KOR,Korea,A,Annual,GPRR100,Gross pension replacement rate at 100% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2022,,31.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NLD,Netherlands,A,Annual,GPRR200,Gross pension replacement rate at 200% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2022,,68.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y55T59,From 55 to 59 years,_Z,Not applicable,2014,,79.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y55T59,From 55 to 59 years,_Z,Not applicable,2018,,79.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y55T59,From 55 to 59 years,_Z,Not applicable,2020,,80.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,ER,Employment rate,PT_POP_AGE,Percentage of population in the same age,_Z,Not applicable,Y55T59,From 55 to 59 years,_Z,Not applicable,2022,,79,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1970,,14.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1971,,14.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1972,,14.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1973,,15.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1974,,15.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1975,,16,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1976,,16,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1977,,15.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1978,,15.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1979,,16.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1980,,17.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1981,,17.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1982,,17.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1983,,17.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1984,,18.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1985,,20.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1986,,20.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,EYLME,Expected years after labour market exit,Y,Years,F,Female,_Z,Not applicable,_Z,Not applicable,1987,,20.1,,A,Normal value,0,Units,1,One
